hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
City Hotel,1,286,2016,May,21,17,0,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,75,Transient,65.0,0,0,Canceled,2015-10-19
City Hotel,1,286,2016,May,21,17,0,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,75,Transient,65.0,0,0,Canceled,2015-10-19
City Hotel,1,286,2016,May,21,17,0,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,75,Transient,65.0,0,0,Canceled,2015-10-19
City Hotel,1,286,2016,May,21,17,0,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,75,Transient,65.0,0,0,Canceled,2015-10-19
City Hotel,1,286,2016,May,21,17,0,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,75,Transient,65.0,0,0,Canceled,2015-10-19
City Hotel,1,0,2016,May,21,17,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,,,0,Transient,12.0,0,0,Canceled,2016-05-17
City Hotel,1,286,2016,May,21,17,0,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,75,Transient,65.0,0,0,Canceled,2015-10-19
City Hotel,1,286,2016,May,21,17,0,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,75,Transient,65.0,0,0,Canceled,2015-10-19
City Hotel,1,286,2016,May,21,17,0,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,75,Transient,65.0,0,0,Canceled,2015-10-19
City Hotel,1,286,2016,May,21,17,0,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,75,Transient,65.0,0,0,Canceled,2015-10-19
City Hotel,1,286,2016,May,21,17,0,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,75,Transient,65.0,0,0,Canceled,2015-10-19
City Hotel,1,286,2016,May,21,17,0,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,75,Transient,65.0,0,0,Canceled,2015-10-19
City Hotel,1,64,2016,May,21,17,0,2,2,0.0,0,BB,PRT,Corporate,TA/TO,0,0,0,A,A,0,No Deposit,,218.0,0,Transient-Party,140.0,0,0,Canceled,2016-05-05
City Hotel,1,64,2016,May,21,17,0,2,2,0.0,0,BB,PRT,Corporate,TA/TO,0,0,0,A,A,0,No Deposit,,218.0,0,Transient-Party,140.0,0,0,Canceled,2016-05-05
City Hotel,1,82,2016,May,21,17,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,27.0,,0,Transient,80.75,0,0,Canceled,2016-04-27
City Hotel,1,64,2016,May,21,17,0,2,2,0.0,0,BB,PRT,Corporate,TA/TO,0,0,0,A,B,1,No Deposit,,218.0,0,Transient-Party,140.0,0,0,Canceled,2016-05-05
City Hotel,1,98,2016,May,21,17,0,2,3,0.0,0,BB,ISR,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,9.0,,0,Transient,168.3,0,0,Canceled,2016-05-14
City Hotel,1,217,2016,May,21,17,0,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,95.4,0,0,Canceled,2016-05-16
City Hotel,1,45,2016,May,21,17,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,F,F,0,No Deposit,79.0,,0,Transient,159.12,0,1,Canceled,2016-05-16
City Hotel,1,64,2016,May,21,17,0,2,2,0.0,0,BB,PRT,Corporate,TA/TO,0,0,0,A,A,0,No Deposit,,218.0,0,Transient-Party,140.0,0,0,Canceled,2016-05-05
City Hotel,1,64,2016,May,21,17,0,2,1,0.0,0,BB,PRT,Corporate,TA/TO,0,0,0,A,A,0,No Deposit,,218.0,0,Transient-Party,130.0,0,0,Canceled,2016-05-12
City Hotel,1,64,2016,May,21,17,0,2,2,0.0,0,BB,PRT,Corporate,TA/TO,0,0,0,A,A,0,No Deposit,,218.0,0,Transient-Party,140.0,0,0,Canceled,2016-05-05
City Hotel,1,64,2016,May,21,17,0,2,2,0.0,0,BB,PRT,Corporate,TA/TO,0,0,0,A,B,1,No Deposit,,218.0,0,Transient-Party,140.0,0,0,Canceled,2016-05-05
City Hotel,1,31,2016,May,21,17,0,2,2,0.0,0,SC,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,125.1,0,0,Canceled,2016-04-22
City Hotel,1,64,2016,May,21,17,0,2,2,0.0,0,BB,PRT,Corporate,TA/TO,0,0,0,A,A,0,No Deposit,,218.0,0,Transient-Party,140.0,0,0,Canceled,2016-05-05
City Hotel,1,64,2016,May,21,17,0,2,2,0.0,0,BB,PRT,Corporate,TA/TO,0,0,0,A,A,0,No Deposit,,218.0,0,Transient-Party,140.0,0,0,Canceled,2016-05-05
City Hotel,1,74,2016,May,21,17,0,3,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,126.9,0,0,Canceled,2016-03-04
City Hotel,0,133,2016,May,21,17,0,3,1,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient-Party,114.3,0,0,Check-Out,2016-05-20
City Hotel,1,134,2016,May,21,17,0,3,2,0.0,0,SC,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,94.5,0,0,Canceled,2016-01-05
City Hotel,1,77,2016,May,21,17,0,3,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,140.4,0,0,Canceled,2016-03-04
City Hotel,0,133,2016,May,21,17,0,3,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,B,1,No Deposit,9.0,,0,Transient-Party,105.3,0,0,Check-Out,2016-05-20
City Hotel,1,134,2016,May,21,17,0,3,2,0.0,0,SC,NLD,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,94.5,0,0,Canceled,2016-01-05
City Hotel,1,58,2016,May,21,17,0,3,2,0.0,0,SC,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,116.1,0,0,Canceled,2016-05-02
City Hotel,1,51,2016,May,21,17,0,3,3,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,159.3,0,0,Canceled,2016-03-31
City Hotel,0,133,2016,May,21,17,0,3,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,B,1,No Deposit,9.0,,0,Transient-Party,99.9,0,0,Check-Out,2016-05-20
City Hotel,1,77,2016,May,21,17,0,3,3,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,159.3,0,0,Canceled,2016-03-04
City Hotel,1,134,2016,May,21,17,0,3,1,0.0,0,SC,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,94.5,0,0,Canceled,2016-01-05
City Hotel,0,323,2016,May,21,17,0,4,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,3.0,,0,Transient-Party,112.0,0,1,Check-Out,2016-05-21
City Hotel,0,323,2016,May,21,17,0,4,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,3.0,,0,Transient-Party,112.0,0,1,Check-Out,2016-05-21
City Hotel,1,323,2016,May,21,17,0,4,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,3.0,,0,Transient-Party,70.0,0,0,Canceled,2016-05-05
City Hotel,1,323,2016,May,21,17,0,4,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,3.0,,0,Transient-Party,70.0,0,0,Canceled,2016-01-20
City Hotel,0,323,2016,May,21,17,0,4,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,3.0,,0,Transient-Party,112.0,0,1,Check-Out,2016-05-21
City Hotel,0,323,2016,May,21,17,0,4,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,3.0,,0,Transient-Party,112.0,0,1,Check-Out,2016-05-21
City Hotel,0,323,2016,May,21,17,0,4,1,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,B,1,No Deposit,3.0,,0,Transient-Party,86.0,0,0,Check-Out,2016-05-21
City Hotel,1,323,2016,May,21,17,0,4,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,3.0,,0,Transient-Party,70.0,0,0,Canceled,2016-05-05
City Hotel,1,323,2016,May,21,17,0,4,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,3.0,,0,Transient-Party,70.0,0,0,Canceled,2016-05-05
City Hotel,0,323,2016,May,21,17,0,4,1,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,3.0,,0,Transient-Party,86.0,0,0,Check-Out,2016-05-21
City Hotel,1,323,2016,May,21,17,0,4,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,3.0,,0,Transient-Party,70.0,0,0,Canceled,2016-05-05
City Hotel,0,323,2016,May,21,17,0,4,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,B,0,No Deposit,3.0,,0,Transient-Party,112.0,0,1,Check-Out,2016-05-21
City Hotel,1,323,2016,May,21,17,0,4,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,3.0,,0,Transient-Party,70.0,0,0,Canceled,2016-01-20
City Hotel,0,323,2016,May,21,17,0,4,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,3.0,,0,Transient-Party,112.0,0,1,Check-Out,2016-05-21
City Hotel,1,28,2016,May,21,17,0,3,1,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,,0,Transient,213.63,0,0,Canceled,2016-04-21
City Hotel,0,323,2016,May,21,17,0,4,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,3.0,,0,Transient-Party,112.0,0,1,Check-Out,2016-05-21
City Hotel,0,323,2016,May,21,17,0,4,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,3.0,,0,Transient-Party,112.0,0,1,Check-Out,2016-05-21
City Hotel,0,323,2016,May,21,17,0,4,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,3.0,,0,Transient-Party,112.0,0,1,Check-Out,2016-05-21
City Hotel,1,323,2016,May,21,17,0,4,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,3.0,,0,Transient-Party,70.0,0,0,Canceled,2016-05-05
City Hotel,1,323,2016,May,21,17,0,4,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,3.0,,0,Transient-Party,70.0,0,0,Canceled,2016-01-20
City Hotel,1,323,2016,May,21,17,0,4,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,3.0,,0,Transient-Party,70.0,0,0,Canceled,2016-05-05
City Hotel,0,323,2016,May,21,17,0,4,1,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,3.0,,0,Transient-Party,86.0,0,0,Check-Out,2016-05-21
City Hotel,0,323,2016,May,21,17,0,4,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,3.0,,0,Transient-Party,112.0,0,1,Check-Out,2016-05-21
City Hotel,1,58,2016,May,21,18,0,1,3,0.0,0,BB,RUS,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,159.3,0,0,Canceled,2016-04-02
City Hotel,1,0,2016,May,21,18,0,1,1,0.0,0,BB,PRT,Corporate,Direct,0,0,0,A,E,2,No Deposit,,38.0,0,Transient-Party,163.18,0,0,No-Show,2016-05-18
City Hotel,1,1,2016,May,21,18,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,,,0,Transient,120.0,0,0,Canceled,2016-05-18
City Hotel,1,156,2016,May,21,18,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,11.0,,0,Transient,84.24,0,0,Canceled,2015-12-15
City Hotel,1,27,2016,May,21,18,0,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,86.0,,0,Transient,112.8,0,0,Canceled,2016-05-03
City Hotel,1,116,2016,May,21,18,0,1,2,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,104.5,0,0,Canceled,2016-01-23
City Hotel,1,7,2016,May,21,18,0,1,1,0.0,0,SC,GBR,Offline TA/TO,GDS,0,0,0,E,E,0,No Deposit,195.0,,0,Transient,169.0,0,0,Canceled,2016-05-18
City Hotel,1,29,2016,May,21,18,0,1,2,0.0,0,BB,ISR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,156.0,0,0,Canceled,2016-04-19
City Hotel,1,29,2016,May,21,18,0,1,2,0.0,0,BB,ISR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,156.0,0,0,Canceled,2016-04-19
City Hotel,1,10,2016,May,21,18,0,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,B,B,1,No Deposit,9.0,,0,Transient,119.5,0,0,Canceled,2016-05-17
City Hotel,1,81,2016,May,21,18,0,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,126.9,0,0,Canceled,2016-04-18
City Hotel,1,9,2016,May,21,18,0,2,0,2.0,0,BB,GBR,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,9.0,,0,Transient,119.5,0,0,Canceled,2016-05-17
City Hotel,1,57,2016,May,21,18,0,2,3,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,22.0,,0,Transient,111.6,0,0,No-Show,2016-05-18
City Hotel,1,40,2016,May,21,18,0,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,140.4,0,0,Canceled,2016-05-11
City Hotel,1,37,2016,May,21,18,0,2,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,179.0,0,Transient,89.0,0,0,Canceled,2016-05-02
City Hotel,1,37,2016,May,21,18,0,2,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,179.0,0,Transient,89.0,0,0,No-Show,2016-05-18
City Hotel,1,134,2016,May,21,18,0,2,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,105.3,0,1,Canceled,2016-02-05
City Hotel,1,53,2016,May,21,18,0,2,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,126.9,0,0,Canceled,2016-03-28
City Hotel,0,148,2016,May,21,18,0,4,2,1.0,0,BB,CHE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,,0,Transient,108.19,0,2,Check-Out,2016-05-22
City Hotel,1,97,2016,May,21,18,0,4,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,130.9,0,0,Canceled,2016-02-11
City Hotel,1,94,2016,May,21,18,0,4,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,127.93,0,0,Canceled,2016-05-09
City Hotel,0,148,2016,May,21,18,0,4,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,,0,Transient,86.43,0,1,Check-Out,2016-05-22
City Hotel,1,113,2016,May,21,18,1,4,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,126.65,0,0,Canceled,2016-01-26
City Hotel,1,2,2016,May,21,19,0,1,1,0.0,0,BB,CHE,Offline TA/TO,GDS,0,0,0,E,E,0,No Deposit,195.0,,0,Transient,181.0,0,0,Canceled,2016-05-17
City Hotel,1,316,2016,May,21,19,0,1,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,59.0,0,0,Canceled,2015-10-22
City Hotel,1,99,2016,May,21,19,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,135.9,0,1,Canceled,2016-05-03
City Hotel,1,81,2016,May,21,19,0,1,2,0.0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,116.1,0,0,Canceled,2016-04-21
City Hotel,1,21,2016,May,21,19,0,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,86.0,,0,Transient,124.8,0,0,Canceled,2016-05-03
City Hotel,1,59,2016,May,21,19,0,1,1,0.0,0,BB,AGO,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,121.5,0,0,Canceled,2016-03-23
City Hotel,1,316,2016,May,21,19,0,1,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,59.0,0,0,Canceled,2015-10-22
City Hotel,1,157,2016,May,21,19,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,11.0,,0,Transient,84.24,0,0,Canceled,2015-12-15
City Hotel,1,316,2016,May,21,19,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0,Canceled,2015-10-22
City Hotel,1,316,2016,May,21,19,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0,Canceled,2015-10-22
City Hotel,1,316,2016,May,21,19,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0,Canceled,2015-10-22
City Hotel,1,28,2016,May,21,19,0,2,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,174.0,0,Transient-Party,95.0,0,0,Canceled,2016-05-14
City Hotel,1,316,2016,May,21,19,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0,Canceled,2015-10-22
City Hotel,1,316,2016,May,21,19,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0,Canceled,2015-10-22
City Hotel,1,316,2016,May,21,19,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0,Canceled,2015-10-22
City Hotel,1,316,2016,May,21,19,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0,Canceled,2015-10-22
City Hotel,1,28,2016,May,21,19,0,2,2,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,174.0,0,Transient-Party,100.0,0,0,Canceled,2016-05-14
City Hotel,1,28,2016,May,21,19,0,2,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,174.0,0,Transient-Party,95.0,0,0,Canceled,2016-05-04
City Hotel,1,316,2016,May,21,19,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0,Canceled,2015-10-22
City Hotel,1,316,2016,May,21,19,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0,Canceled,2015-10-22
City Hotel,1,316,2016,May,21,19,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0,Canceled,2015-10-22
City Hotel,1,2,2016,May,21,19,0,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,G,G,0,No Deposit,,,0,Transient,100.0,0,0,Canceled,2016-05-18
City Hotel,1,316,2016,May,21,19,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0,Canceled,2015-10-22
City Hotel,1,316,2016,May,21,19,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0,Canceled,2015-10-22
City Hotel,1,28,2016,May,21,19,0,2,2,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,174.0,0,Transient-Party,100.0,0,0,Canceled,2016-05-14
City Hotel,1,28,2016,May,21,19,0,2,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,174.0,0,Transient-Party,95.0,0,0,Canceled,2016-05-04
City Hotel,1,2,2016,May,21,19,0,2,1,0.0,0,BB,PRT,Aviation,Corporate,0,0,0,D,D,0,No Deposit,,153.0,0,Transient,110.0,0,0,No-Show,2016-05-19
City Hotel,1,316,2016,May,21,19,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0,Canceled,2015-10-22
City Hotel,1,316,2016,May,21,19,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0,Canceled,2015-10-22
City Hotel,1,316,2016,May,21,19,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0,Canceled,2015-10-22
City Hotel,1,2,2016,May,21,19,0,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,G,G,0,No Deposit,,,0,Transient,100.0,0,0,Canceled,2016-05-18
City Hotel,1,316,2016,May,21,19,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0,Canceled,2015-10-22
City Hotel,1,316,2016,May,21,19,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0,Canceled,2015-10-22
City Hotel,1,316,2016,May,21,19,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0,Canceled,2015-10-22
City Hotel,1,316,2016,May,21,19,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0,Canceled,2015-10-22
City Hotel,1,316,2016,May,21,19,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0,Canceled,2015-10-22
City Hotel,1,28,2016,May,21,19,0,2,2,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,174.0,0,Transient-Party,100.0,0,0,Canceled,2016-05-14
City Hotel,1,316,2016,May,21,19,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0,Canceled,2015-10-22
City Hotel,1,316,2016,May,21,19,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0,Canceled,2015-10-22
City Hotel,1,316,2016,May,21,19,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0,Canceled,2015-10-22
City Hotel,1,316,2016,May,21,19,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0,Canceled,2015-10-22
City Hotel,1,28,2016,May,21,19,0,2,2,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,174.0,0,Transient-Party,100.0,0,0,Canceled,2016-05-18
City Hotel,1,316,2016,May,21,19,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0,Canceled,2015-10-22
City Hotel,1,316,2016,May,21,19,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0,Canceled,2015-10-22
City Hotel,1,316,2016,May,21,19,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0,Canceled,2015-10-22
City Hotel,1,28,2016,May,21,19,0,2,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,174.0,0,Transient-Party,95.0,0,0,Canceled,2016-05-04
City Hotel,1,316,2016,May,21,19,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0,Canceled,2015-10-22
City Hotel,1,316,2016,May,21,19,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0,Canceled,2015-10-22
City Hotel,1,316,2016,May,21,19,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0,Canceled,2015-10-22
City Hotel,1,161,2016,May,21,19,0,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,8.0,,0,Transient,128.7,0,0,Canceled,2016-02-08
City Hotel,1,189,2016,May,21,19,0,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,65.0,0,0,Canceled,2016-05-18
City Hotel,1,189,2016,May,21,19,0,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,65.0,0,0,Canceled,2016-05-18
City Hotel,1,189,2016,May,21,19,0,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,65.0,0,0,Canceled,2016-05-18
City Hotel,0,146,2016,May,21,19,0,3,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,121.55,0,1,Check-Out,2016-05-22
City Hotel,1,189,2016,May,21,19,0,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,65.0,0,0,Canceled,2016-05-18
