hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
City Hotel,0,97,2016,October,43,22,2,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,121.14,0,3,Check-Out,2016-10-27
City Hotel,0,64,2016,October,44,25,0,2,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,,0,Transient,85.93,0,1,Check-Out,2016-10-27
City Hotel,0,65,2016,October,44,27,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,7.0,,0,Transient,75.54,0,1,Check-Out,2016-10-28
City Hotel,0,208,2016,October,44,23,2,2,0,2.0,0,BB,GBR,Online TA,TA/TO,0,0,0,B,B,3,No Deposit,9.0,,0,Transient-Party,88.77,0,2,Check-Out,2016-10-27
City Hotel,0,208,2016,October,44,23,2,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,9.0,,0,Transient-Party,88.77,0,2,Check-Out,2016-10-27
City Hotel,0,115,2016,October,44,26,0,1,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,90.9,0,1,Check-Out,2016-10-27
City Hotel,0,267,2016,October,44,25,0,2,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,27.0,,0,Transient,80.75,0,0,Check-Out,2016-10-27
City Hotel,0,0,2016,October,44,28,0,0,2,0.0,0,SC,PRT,Online TA,TA/TO,1,0,0,A,A,0,No Deposit,8.0,,0,Transient,0.0,0,1,Check-Out,2016-10-28
City Hotel,0,39,2016,October,44,24,1,3,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28.0,,0,Transient,85.0,0,0,Check-Out,2016-10-28
City Hotel,0,31,2016,October,44,25,0,3,2,1.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,149.0,0,2,Check-Out,2016-10-28
City Hotel,0,104,2016,October,44,25,0,3,3,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,123.3,0,2,Check-Out,2016-10-28
City Hotel,0,232,2016,October,44,23,2,3,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,66.53,0,1,Check-Out,2016-10-28
City Hotel,0,173,2016,October,44,25,0,3,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,104.4,0,2,Check-Out,2016-10-28
City Hotel,0,36,2016,October,44,25,0,3,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,109.0,0,2,Check-Out,2016-10-28
City Hotel,0,226,2016,October,44,25,0,3,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,83.0,,0,Transient,102.76,0,0,Check-Out,2016-10-28
City Hotel,0,267,2016,October,44,24,1,3,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,105.83,0,1,Check-Out,2016-10-28
City Hotel,0,20,2016,October,44,25,0,3,2,0.0,0,SC,AUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,110.0,0,1,Check-Out,2016-10-28
City Hotel,0,114,2016,October,44,27,0,1,1,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,125.1,0,1,Check-Out,2016-10-28
City Hotel,0,63,2016,October,44,24,1,3,3,0.0,0,HB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,,0,Transient,123.66,0,2,Check-Out,2016-10-28
City Hotel,0,4,2016,October,44,23,2,3,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,103.0,,0,Transient,95.0,0,0,Check-Out,2016-10-28
City Hotel,0,72,2016,October,44,24,1,3,2,1.0,0,BB,GBR,Online TA,TA/TO,0,0,0,F,G,0,No Deposit,7.0,,0,Transient,116.27,0,1,Check-Out,2016-10-28
City Hotel,0,41,2016,October,44,26,0,2,1,0.0,0,BB,ESP,Online TA,GDS,0,0,0,A,A,0,No Deposit,195.0,,0,Transient,123.5,0,0,Check-Out,2016-10-28
City Hotel,0,41,2016,October,44,26,0,2,1,0.0,0,BB,FRA,Online TA,GDS,0,0,0,A,A,2,No Deposit,195.0,,0,Transient,113.0,0,0,Check-Out,2016-10-28
City Hotel,0,33,2016,October,44,26,0,2,1,0.0,0,SC,ITA,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,109.0,0,0,Check-Out,2016-10-28
City Hotel,0,21,2016,October,44,26,0,2,1,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,95.48,0,1,Check-Out,2016-10-28
City Hotel,0,4,2016,October,44,25,0,3,1,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,84.7,0,1,Check-Out,2016-10-28
City Hotel,0,2,2016,October,44,27,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,40.0,0,Transient,65.0,0,0,Check-Out,2016-10-28
City Hotel,0,0,2016,November,47,14,1,0,2,0.0,0,BB,PRT,Corporate,Corporate,1,0,1,A,A,0,No Deposit,,40.0,0,Transient,77.0,1,0,Check-Out,2016-11-15
City Hotel,0,12,2016,October,44,25,0,3,1,0.0,0,BB,BIH,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,130.0,0,2,Check-Out,2016-10-28
City Hotel,0,12,2016,October,44,25,0,3,1,0.0,0,BB,BIH,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,130.0,0,2,Check-Out,2016-10-28
City Hotel,0,181,2016,October,44,27,0,1,2,0.0,0,BB,DEU,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,80.1,0,1,Check-Out,2016-10-28
City Hotel,0,54,2016,October,44,24,1,3,2,0.0,0,BB,BEL,Direct,Direct,0,0,0,E,E,0,No Deposit,14.0,,0,Transient,155.7,1,1,Check-Out,2016-10-28
City Hotel,0,109,2016,October,44,25,0,3,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,66.49,0,1,Check-Out,2016-10-28
City Hotel,0,109,2016,October,44,25,0,3,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,66.49,0,1,Check-Out,2016-10-28
City Hotel,0,239,2016,October,44,24,1,3,2,0.0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,80.75,0,1,Check-Out,2016-10-28
City Hotel,0,29,2016,October,44,25,0,3,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28.0,,0,Transient,85.0,0,0,Check-Out,2016-10-28
City Hotel,0,100,2016,October,44,24,1,3,2,1.0,0,HB,DEU,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,,0,Transient,221.18,0,0,Check-Out,2016-10-28
City Hotel,0,176,2016,October,44,24,1,3,2,2.0,0,BB,FRA,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,,0,Transient,169.88,0,3,Check-Out,2016-10-28
City Hotel,0,83,2016,October,44,25,0,3,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,104.4,0,0,Check-Out,2016-10-28
City Hotel,0,123,2016,October,43,21,2,5,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,120.34,0,0,Check-Out,2016-10-28
City Hotel,0,123,2016,October,43,21,2,5,3,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,139.24,0,0,Check-Out,2016-10-28
City Hotel,0,123,2016,October,43,21,2,5,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,129.34,0,0,Check-Out,2016-10-28
City Hotel,0,100,2016,October,44,24,1,3,2,1.0,0,HB,DEU,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,,0,Transient,132.08,0,0,Check-Out,2016-10-28
City Hotel,0,2,2016,October,44,27,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,E,0,No Deposit,,40.0,0,Transient,75.0,0,0,Check-Out,2016-10-28
City Hotel,0,82,2016,October,44,26,0,2,2,0.0,0,BB,ARG,Online TA,TA/TO,0,0,0,D,A,0,No Deposit,7.0,,0,Transient,80.39,0,1,Check-Out,2016-10-28
City Hotel,0,36,2016,October,44,25,0,3,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28.0,,0,Transient,85.0,0,0,Check-Out,2016-10-28
City Hotel,0,45,2016,October,44,26,0,2,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,119.5,0,0,Check-Out,2016-10-28
City Hotel,0,72,2016,October,44,26,0,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9.0,,0,Transient,104.4,0,0,Check-Out,2016-10-28
City Hotel,0,41,2016,October,44,24,1,3,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28.0,,0,Transient,85.0,0,0,Check-Out,2016-10-28
City Hotel,0,78,2016,October,44,26,0,2,2,0.0,0,HB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,138.6,0,1,Check-Out,2016-10-28
City Hotel,0,163,2016,October,44,23,2,3,1,1.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,74.65,0,2,Check-Out,2016-10-28
City Hotel,0,178,2016,October,44,24,1,3,2,0.0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,A,B,1,No Deposit,173.0,,0,Transient,106.25,0,1,Check-Out,2016-10-28
City Hotel,0,178,2016,October,44,24,1,3,2,0.0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,A,B,1,No Deposit,173.0,,0,Transient,106.25,0,1,Check-Out,2016-10-28
City Hotel,0,129,2016,October,44,24,1,3,2,0.0,0,BB,AUT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,27.0,,0,Transient,80.75,0,0,Check-Out,2016-10-28
City Hotel,0,55,2016,October,44,23,2,3,2,0.0,0,SC,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,138.0,,0,Transient,72.25,0,0,Check-Out,2016-10-28
City Hotel,0,40,2016,October,44,25,0,3,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28.0,,0,Transient,85.0,0,0,Check-Out,2016-10-28
City Hotel,0,22,2016,October,44,25,0,3,2,0.0,0,SC,AUT,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,114.0,1,0,Check-Out,2016-10-28
City Hotel,0,152,2016,October,44,25,0,3,2,0.0,0,BB,GBR,Direct,Direct,0,0,0,D,E,0,No Deposit,14.0,,0,Transient,95.2,0,0,Check-Out,2016-10-28
City Hotel,0,7,2016,October,44,24,1,3,1,0.0,0,BB,DEU,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,119.0,0,0,Check-Out,2016-10-28
City Hotel,0,92,2016,October,43,17,3,8,1,2.0,0,HB,DEU,Direct,Direct,0,0,0,D,D,1,No Deposit,14.0,,0,Transient,187.09,0,0,Check-Out,2016-10-28
City Hotel,0,40,2016,October,44,24,1,3,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28.0,,0,Transient,85.0,0,0,Check-Out,2016-10-28
City Hotel,0,172,2016,October,44,23,2,3,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,27.0,,0,Transient,80.75,0,0,Check-Out,2016-10-28
City Hotel,0,32,2016,October,44,25,0,3,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28.0,,0,Transient,85.0,0,1,Check-Out,2016-10-28
City Hotel,0,8,2016,October,44,27,0,1,1,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,B,0,No Deposit,7.0,,0,Transient,84.7,0,1,Check-Out,2016-10-28
City Hotel,0,8,2016,October,44,27,0,1,1,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,B,0,No Deposit,7.0,,0,Transient,84.7,0,1,Check-Out,2016-10-28
City Hotel,0,47,2016,October,44,27,0,1,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,128.0,0,1,Check-Out,2016-10-28
City Hotel,0,2,2016,October,44,27,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,40.0,0,Transient,67.0,1,0,Check-Out,2016-10-28
City Hotel,0,23,2016,October,44,27,0,1,3,0.0,0,BB,BEL,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,118.0,,0,Transient,119.4,0,1,Check-Out,2016-10-28
City Hotel,0,51,2016,October,44,27,0,1,1,0.0,0,SC,AUT,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,7.0,,0,Transient,64.45,0,1,Check-Out,2016-10-28
City Hotel,0,41,2016,October,44,25,0,3,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28.0,,0,Transient,85.0,0,0,Check-Out,2016-10-28
City Hotel,0,217,2016,October,44,23,2,3,2,0.0,1,BB,GBR,Online TA,TA/TO,0,0,0,B,B,2,No Deposit,9.0,,0,Transient,83.83,0,3,Check-Out,2016-10-28
City Hotel,0,62,2016,October,44,25,0,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,A,0,No Deposit,9.0,,0,Transient,111.6,0,1,Check-Out,2016-10-28
City Hotel,0,21,2016,October,44,25,0,3,1,0.0,0,SC,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient,85.0,0,0,Check-Out,2016-10-28
City Hotel,0,22,2016,October,44,25,0,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9.0,,0,Transient,139.0,1,1,Check-Out,2016-10-28
City Hotel,0,216,2016,October,44,23,2,3,0,2.0,0,BB,GBR,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,9.0,,0,Transient,83.83,0,3,Check-Out,2016-10-28
City Hotel,0,119,2016,October,44,24,1,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,7.0,,0,Transient,81.47,0,1,Check-Out,2016-10-28
City Hotel,0,32,2016,October,44,24,1,3,2,0.0,0,BB,CHE,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28.0,,0,Transient,85.0,0,0,Check-Out,2016-10-28
City Hotel,0,88,2016,October,43,22,2,4,2,0.0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,42.0,,0,Transient,106.25,0,0,Check-Out,2016-10-28
City Hotel,0,88,2016,October,43,22,2,4,2,0.0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,42.0,,0,Transient,106.25,0,0,Check-Out,2016-10-28
City Hotel,0,0,2016,October,44,27,0,1,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,90.9,0,1,Check-Out,2016-10-28
City Hotel,0,1,2016,October,44,25,0,3,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,28.0,,0,Transient,107.0,0,0,Check-Out,2016-10-28
City Hotel,0,13,2016,October,44,25,0,3,2,0.0,0,SC,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,87.78,0,1,Check-Out,2016-10-28
City Hotel,0,96,2016,October,44,24,1,3,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,100.13,1,3,Check-Out,2016-10-28
City Hotel,0,144,2016,October,44,23,2,3,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,,0,Transient,91.26,0,2,Check-Out,2016-10-28
City Hotel,0,104,2016,October,44,25,0,3,2,0.0,0,HB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,125.1,0,1,Check-Out,2016-10-28
City Hotel,0,20,2016,October,44,27,0,1,2,0.0,0,SC,NLD,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28.0,,0,Transient,85.0,0,0,Check-Out,2016-10-28
City Hotel,0,261,2016,October,43,22,2,4,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,93.78,0,1,Check-Out,2016-10-28
City Hotel,0,86,2016,October,44,24,1,3,2,2.0,0,HB,FRA,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,,0,Transient,221.18,0,0,Check-Out,2016-10-28
City Hotel,0,46,2016,October,44,24,1,3,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,168.0,,0,Transient,85.5,0,0,Check-Out,2016-10-28
City Hotel,0,12,2016,October,44,23,2,3,2,0.0,0,BB,POL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,94.35,0,2,Check-Out,2016-10-28
City Hotel,0,269,2016,October,43,18,2,8,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,67.77,0,1,Check-Out,2016-10-28
City Hotel,0,65,2016,October,44,26,0,2,2,0.0,0,BB,CZE,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9.0,,0,Transient,113.55,0,2,Check-Out,2016-10-28
City Hotel,0,40,2016,October,44,25,0,3,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28.0,,0,Transient,85.0,0,0,Check-Out,2016-10-28
City Hotel,0,77,2016,October,44,25,0,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,104.4,0,2,Check-Out,2016-10-28
City Hotel,0,36,2016,October,44,25,0,3,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28.0,,0,Transient,85.0,0,0,Check-Out,2016-10-28
City Hotel,0,116,2016,October,44,24,1,3,1,1.0,0,SC,CN,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,87.08,0,1,Check-Out,2016-10-28
City Hotel,0,28,2016,October,44,25,0,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,129.0,0,0,Check-Out,2016-10-28
City Hotel,0,7,2016,October,44,27,0,1,2,1.0,0,BB,SVN,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,9.0,,0,Transient,160.0,0,2,Check-Out,2016-10-28
City Hotel,0,6,2016,October,44,27,0,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28.0,,0,Transient,95.0,0,0,Check-Out,2016-10-28
City Hotel,0,41,2016,October,44,24,1,3,2,1.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28.0,,0,Transient,100.0,0,0,Check-Out,2016-10-28
City Hotel,0,21,2016,October,44,25,0,3,2,0.0,0,SC,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient,85.0,0,0,Check-Out,2016-10-28
City Hotel,0,36,2016,October,44,25,0,3,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28.0,,0,Transient,85.0,0,0,Check-Out,2016-10-28
City Hotel,0,17,2016,October,44,27,0,1,2,0.0,0,SC,SWE,Online TA,TA/TO,0,0,0,A,K,0,No Deposit,,,0,Transient,110.0,0,2,Check-Out,2016-10-28
City Hotel,0,4,2016,October,44,25,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28.0,,0,Transient,95.0,0,0,Check-Out,2016-10-28
City Hotel,0,13,2016,October,44,25,0,3,2,0.0,0,SC,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,87.78,0,1,Check-Out,2016-10-28
City Hotel,0,77,2016,October,44,25,0,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,104.4,0,2,Check-Out,2016-10-28
City Hotel,0,119,2016,October,44,24,1,3,2,0.0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,173.0,,0,Transient,106.25,0,0,Check-Out,2016-10-28
City Hotel,0,3,2016,October,44,27,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,40.0,0,Transient,65.0,0,0,Check-Out,2016-10-28
City Hotel,0,4,2016,October,44,24,1,3,1,0.0,0,BB,GRC,Aviation,Corporate,0,0,0,D,D,0,No Deposit,,153.0,0,Transient,110.0,0,0,Check-Out,2016-10-28
City Hotel,0,163,2016,October,44,23,2,3,1,1.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,74.65,0,2,Check-Out,2016-10-28
City Hotel,0,0,2016,October,44,28,0,0,0,0.0,0,SC,PRT,Online TA,TA/TO,1,0,0,A,K,0,No Deposit,9.0,,0,Transient,0.0,0,1,Check-Out,2016-10-28
City Hotel,0,0,2016,October,44,29,1,1,2,0.0,0,BB,ESP,Online TA,TA/TO,1,0,0,A,A,1,No Deposit,9.0,,0,Transient,12.0,0,3,Check-Out,2016-10-31
City Hotel,0,0,2016,October,44,29,1,1,2,0.0,0,BB,ESP,Online TA,TA/TO,1,0,0,A,A,2,No Deposit,9.0,,0,Transient,21.0,0,4,Check-Out,2016-10-31
City Hotel,0,0,2016,October,44,29,1,1,2,0.0,0,BB,ESP,Online TA,TA/TO,1,0,0,A,A,1,No Deposit,9.0,,0,Transient,12.0,0,4,Check-Out,2016-10-31
City Hotel,0,0,2016,October,44,29,0,0,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,1,0,0,A,D,0,No Deposit,28.0,,0,Transient,0.0,0,1,Check-Out,2016-10-29
City Hotel,0,0,2016,October,44,29,2,1,1,0.0,0,BB,CHN,Online TA,TA/TO,1,0,0,A,A,2,No Deposit,7.0,,0,Transient,70.03,0,1,Check-Out,2016-11-01
City Hotel,0,26,2016,October,44,27,0,2,3,0.0,0,BB,EST,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,165.0,0,0,Check-Out,2016-10-29
City Hotel,0,0,2016,October,44,29,0,0,1,0.0,0,BB,PRT,Online TA,TA/TO,1,0,0,D,D,0,No Deposit,9.0,,0,Transient,0.0,0,2,Check-Out,2016-10-29
City Hotel,0,68,2016,October,44,25,0,4,2,0.0,0,BB,CN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,,0,Transient,71.46,0,1,Check-Out,2016-10-29
City Hotel,0,91,2016,October,44,24,1,4,2,0.0,0,BB,CMR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,109.98,0,0,Check-Out,2016-10-29
City Hotel,0,2,2016,October,44,27,0,2,2,0.0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,130.0,0,3,Check-Out,2016-10-29
City Hotel,0,2,2016,October,44,27,0,2,1,0.0,0,BB,AGO,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,113.75,0,0,Check-Out,2016-10-29
City Hotel,0,12,2017,January,4,24,0,3,2,0.0,1,BB,AGO,Direct,Direct,1,0,1,A,A,0,No Deposit,,,0,Transient,98.0,0,2,Check-Out,2017-01-27
City Hotel,0,69,2016,October,44,28,0,1,1,0.0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,57.52,0,1,Check-Out,2016-10-29
City Hotel,0,20,2016,October,44,26,0,3,1,0.0,0,BB,SWE,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,105.0,0,0,Check-Out,2016-10-29
City Hotel,0,20,2016,October,44,26,0,3,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,105.0,0,0,Check-Out,2016-10-29
City Hotel,0,30,2016,October,44,28,0,1,1,0.0,0,BB,TUR,Online TA,TA/TO,0,0,0,D,E,1,No Deposit,7.0,,0,Transient,110.88,0,1,Check-Out,2016-10-29
City Hotel,0,26,2016,October,44,28,0,1,2,0.0,0,SC,SWE,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,110.0,0,2,Check-Out,2016-10-29
City Hotel,0,103,2016,October,44,26,0,3,1,1.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,9.0,,0,Transient,123.3,0,0,Check-Out,2016-10-29
City Hotel,0,39,2016,October,44,27,0,2,2,0.0,0,BB,CHN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,129.6,0,1,Check-Out,2016-10-29
City Hotel,0,3,2016,October,44,26,0,3,2,0.0,0,BB,FRA,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,110.83,0,1,Check-Out,2016-10-29
City Hotel,0,2,2016,October,44,25,0,4,2,0.0,0,BB,FRA,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,109.38,0,1,Check-Out,2016-10-29
City Hotel,0,2,2016,October,44,25,0,4,2,0.0,0,BB,FRA,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,109.38,0,1,Check-Out,2016-10-29
City Hotel,0,2,2016,October,44,25,0,4,2,0.0,0,BB,FRA,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,109.38,0,1,Check-Out,2016-10-29
City Hotel,0,290,2016,October,44,24,1,4,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,,0,Transient,90.95,0,2,Check-Out,2016-10-29
City Hotel,0,232,2016,October,44,24,1,4,2,1.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,,0,Transient,106.25,0,2,Check-Out,2016-10-29
City Hotel,0,57,2016,October,44,28,0,1,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,116.1,0,2,Check-Out,2016-10-29
City Hotel,0,37,2016,October,44,27,0,2,2,0.0,0,SC,JPN,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,109.0,0,1,Check-Out,2016-10-29
